,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1437,FDT39,OUT027,4111.13855218
1438,FDE35,OUT017,871.95310992
1439,NCI42,OUT019,492.102352385
1440,DRL23,OUT046,1702.15001559
1441,FDA10,OUT046,2091.17960273
1442,FDA11,OUT013,1522.84501213
1443,NCM06,OUT046,2427.37977325
1444,NCT05,OUT035,4102.24955028
1445,NCQ02,OUT010,484.081059214
1446,NCY06,OUT049,2140.37500916
1447,FDY56,OUT035,3859.29932453
1448,FDL02,OUT035,1697.04092654
1449,NCI06,OUT035,2973.84643875
1450,FDQ14,OUT045,2402.23727742
1451,FDQ12,OUT017,3921.60570512
1452,FDP36,OUT046,779.558169244
1453,FDK21,OUT027,6041.63933796
1454,FDO40,OUT045,2504.04328189
1455,NCK54,OUT019,295.858906503
1456,FDY09,OUT018,2695.41847015
1457,NCW30,OUT049,4287.14264829
1458,NCC55,OUT027,1143.94890212
1459,FDE58,OUT018,1653.32971559
1460,FDR39,OUT013,3120.48957523
1461,FDU28,OUT049,3220.89979173
1462,FDH08,OUT017,3908.76885317
1463,FDG35,OUT045,2882.12580351
1464,FDG22,OUT049,633.935435274
1465,FDC34,OUT035,2671.00140434
1466,FDP15,OUT018,3533.26654787
1467,FDK34,OUT010,558.340936171
1468,FDU45,OUT035,1940.83032667
1469,FDQ04,OUT027,1165.81725232
1470,FDX22,OUT018,3148.02837001
1471,FDB45,OUT017,1716.17891014
1472,NCH43,OUT027,5410.46862626
1473,DRE60,OUT046,3594.66678761
1474,FDD17,OUT027,6069.95370937
1475,NCM54,OUT017,2179.52782022
1476,NCH55,OUT013,2187.1783102
1477,NCT06,OUT017,2691.087994
1478,FDA48,OUT027,5612.21447484
1479,FDY58,OUT027,5888.13273131
1480,FDO25,OUT045,3540.425448
1481,FDN50,OUT045,1519.42923337
1482,FDH35,OUT035,2811.28593299
1483,FDK09,OUT045,3596.92980362
1484,FDO16,OUT013,1355.71422958
1485,FDW11,OUT045,998.096969121
1486,FDU47,OUT027,3812.40917044
1487,NCQ42,OUT010,315.175271412
1488,FDK55,OUT027,2451.18809971
1489,FDN08,OUT049,1953.17745841
1490,FDT57,OUT045,3824.29051193
1491,FDJ12,OUT018,3137.7361751
1492,DRL59,OUT017,814.76589189
1493,NCN53,OUT046,637.556826774
1494,FDO51,OUT010,153.17153454
1495,FDK56,OUT017,3169.84161013
1496,FDY12,OUT035,846.970787531
1497,FDU15,OUT035,629.9935252
1498,FDQ19,OUT046,4052.16297609
1499,DRF15,OUT045,2530.06662289
1500,DRE25,OUT019,239.444553101
1501,FDK57,OUT018,1715.03913714
1502,FDD33,OUT010,558.551019814
1503,FDR34,OUT027,5856.50715214
1504,FDU04,OUT045,2039.33431596
1505,FDE35,OUT019,172.395528241
1506,NCD31,OUT035,2831.39469224
1507,FDJ56,OUT035,1611.28721235
1508,NCU53,OUT046,2776.94373144
1509,FDD39,OUT035,3596.69519557
1510,NCU17,OUT019,257.871905045
1511,FDJ20,OUT046,2114.86953254
1512,NCW41,OUT018,2361.79329845
1513,FDL52,OUT035,660.205896187
1514,FDS39,OUT035,2215.82499191
1515,DRJ47,OUT045,2851.55970774
1516,FDP13,OUT010,152.288195553
1517,DRK39,OUT010,201.96564122
1518,FDF28,OUT010,302.534313624
1519,FDB09,OUT045,2077.49738039
1520,FDM51,OUT046,1623.7417109
1521,DRM49,OUT018,678.5251538
1522,DRF23,OUT013,2826.47691627
1523,DRH01,OUT035,2911.68693955
1524,FDH12,OUT027,2795.77047846
1525,FDA28,OUT019,315.69685567
1526,FDW37,OUT018,1315.33457792
1527,FDF02,OUT046,1700.68160067
1528,DRL37,OUT046,720.033606532
1529,NCF43,OUT046,2213.06272625
1530,FDH08,OUT010,563.470104466
1531,FDR34,OUT019,504.314431077
1532,NCK19,OUT049,3250.20956844
1533,NCD55,OUT018,630.250260511
1534,FDT27,OUT049,3928.76541746
1535,FDQ57,OUT045,2424.05600445
1536,FDA47,OUT035,2715.84508279
1537,DRG15,OUT027,1748.9451265
1538,FDE05,OUT018,2117.7891933
1539,FDN46,OUT046,1642.78185882
1540,FDX27,OUT027,2525.65569092
1541,FDT51,OUT045,1743.69995109
1542,FDU33,OUT013,730.387843661
1543,FDJ16,OUT027,1745.97091573
1544,FDD20,OUT019,312.323570028
1545,FDT36,OUT049,631.620866845
1546,DRF15,OUT027,4024.18944807
1547,FDN52,OUT010,218.618247101
1548,FDC22,OUT027,4993.23787124
1549,FDX15,OUT045,2740.57713541
1550,FDT13,OUT013,3190.95912607
1551,FDU04,OUT017,2084.3149651
1552,FDU31,OUT019,507.799014191
1553,FDW59,OUT027,2366.07827926
1554,NCO29,OUT046,2816.38923116
1555,FDL15,OUT035,2579.50017154
1556,FDI41,OUT049,2415.44763321
1557,FDQ48,OUT049,1577.90792805
1558,DRI39,OUT013,802.291212859
1559,FDI08,OUT013,4326.14366383
1560,FDC21,OUT049,1726.65064208
1561,FDF58,OUT035,977.099940774
1562,FDS08,OUT010,447.544904755
1563,FDE47,OUT045,2035.95574978
1564,NCP18,OUT019,360.565934799
1565,NCR41,OUT013,1539.05527276
1566,FDA27,OUT013,4388.78856042
1567,FDA43,OUT035,3150.35959225
1568,FDA49,OUT045,1364.08067183
1569,NCE55,OUT018,2727.83850097
1570,DRM49,OUT027,1406.94691619
1571,FDF22,OUT027,5264.29498561
1572,FDQ15,OUT018,1189.81672202
1573,NCS54,OUT017,2947.79527908
1574,NCY05,OUT013,609.220698572
1575,FDR45,OUT046,3892.18588572
1576,FDK57,OUT049,2053.41823824
1577,FDF41,OUT010,562.537474934
1578,FDV21,OUT046,2098.41528146
1579,FDD51,OUT046,743.18550643
1580,FDF33,OUT046,1771.95456582
1581,FDA38,OUT046,4012.04087908
1582,FDR56,OUT045,3076.44028803
1583,NCN41,OUT017,2123.26517698
1584,FDC60,OUT027,2420.50971478
1585,FDB47,OUT045,3486.7613174
1586,DRH01,OUT013,2881.92245543
1587,FDW08,OUT046,1703.36615064
1588,FDF38,OUT027,1162.48876908
1589,FDY32,OUT017,2632.69737868
1590,FDG34,OUT049,1711.33293828
1591,FDG47,OUT019,507.238241253
1592,NCF18,OUT035,3034.40124098
1593,FDL39,OUT019,475.460600237
1594,NCH55,OUT035,2091.90855932
1595,DRJ35,OUT049,852.017762699
1596,FDS44,OUT035,3951.47206437
1597,DRE01,OUT018,3418.1839354
1598,FDY39,OUT013,3184.19756139
1599,FDY32,OUT018,2359.21827021
1600,FDR33,OUT027,2808.58956987
1601,NCP50,OUT049,1267.93870339
1602,FDZ47,OUT018,1401.32016587
1603,FDU57,OUT049,2500.37116327
1604,FDY44,OUT013,3104.41747501
1605,DRH59,OUT018,1049.71882649
1606,FDB03,OUT027,6072.3763076
1607,FDY46,OUT045,2943.62271628
1608,FDM39,OUT045,2847.56117856
1609,FDY36,OUT035,1257.9422196
1610,NCM55,OUT035,3004.46366436
1611,FDJ50,OUT010,164.048098064
1612,DRL60,OUT013,2519.96524962
1613,NCJ54,OUT049,3901.59565864
1614,FDX59,OUT017,577.367765484
1615,FDI07,OUT013,3139.65601385
1616,DRF51,OUT010,152.622777674
1617,FDM14,OUT017,1783.33811529
1618,FDP21,OUT045,3094.90121641
1619,FDE40,OUT035,1005.06751367
1620,FDE05,OUT035,2459.85817131
1621,FDM13,OUT027,3494.36712802
1622,FDC34,OUT027,4177.24446547
1623,NCI55,OUT018,1718.3770921
1624,NCE43,OUT018,2459.65828147
1625,FDW58,OUT018,1464.61727989
1626,FDG60,OUT045,3812.52960787
1627,FDV31,OUT017,2866.96252985
1628,FDR47,OUT013,3091.35443277
1629,FDM60,OUT019,143.779292179
1630,NCF06,OUT018,3551.91959156
1631,NCN26,OUT027,3047.81840409
1632,FDQ59,OUT049,1341.97988225
1633,FDF09,OUT046,656.168550962
1634,NCS06,OUT017,4020.64636068
1635,FDT44,OUT046,2002.04323313
1636,FDI19,OUT017,4018.34521057
1637,FDT22,OUT017,931.046387917
1638,NCF54,OUT027,4569.00746467
1639,DRG25,OUT045,3038.30011604
1640,FDB59,OUT017,3154.24075448
1641,FDQ37,OUT017,3154.15885642
1642,FDP56,OUT035,780.762739482
1643,FDW44,OUT035,2905.82553453
1644,FDJ26,OUT010,534.087322318
1645,FDU43,OUT018,3423.46613824
1646,FDW33,OUT045,1637.25334301
1647,NCX53,OUT027,3912.26070791
1648,FDN56,OUT010,353.515262726
1649,DRF15,OUT049,2490.37611784
1650,FDO33,OUT017,1882.0485318
1651,FDZ39,OUT010,260.044537325
1652,NCJ19,OUT017,868.636660205
1653,FDU01,OUT035,3029.83391809
1654,FDT12,OUT035,3857.21693156
1655,NCM18,OUT018,801.156097798
1656,FDP19,OUT017,2116.84312612
1657,NCR42,OUT049,642.105151587
1658,FDN10,OUT046,2017.81252382
1659,FDG44,OUT017,865.691677758
1660,FDQ10,OUT046,2928.87776607
1661,DRH13,OUT049,1646.12372844
1662,FDT52,OUT013,4327.60188235
1663,FDM56,OUT045,1749.98850513
1664,NCO43,OUT010,251.047969464
1665,NCV29,OUT035,3011.06994936
1666,NCF06,OUT013,4366.56916549
1667,FDO50,OUT035,1437.8045253
1668,FDT59,OUT013,4104.57654177
1669,FDX40,OUT027,1177.72119606
1670,FDE50,OUT017,3133.78614365
1671,FDX51,OUT017,3296.47877112
1672,NCD30,OUT018,1406.06632733
1673,FDK15,OUT013,1670.99314682
1674,FDL12,OUT045,964.977510601
1675,FDK46,OUT017,4055.56378407
1676,DRH49,OUT010,212.615617747
1677,FDQ57,OUT046,2405.33278561
1678,FDY59,OUT017,1466.72481152
1679,FDO09,OUT018,3544.42332124
1680,NCG30,OUT035,2096.75619299
1681,FDM09,OUT017,2746.91916869
1682,NCN17,OUT027,2605.32388483
1683,NCS42,OUT013,1457.21908343
1684,FDD02,OUT019,288.42424732
1685,FDE34,OUT013,3233.92147947
1686,FDU38,OUT045,3104.31510322
1687,FDB33,OUT046,2652.6792561
1688,NCJ29,OUT017,1424.06132443
1689,FDZ27,OUT035,782.397573199
1690,FDI40,OUT013,1616.44837504
1691,FDG22,OUT013,612.541451945
1692,FDT51,OUT017,1801.96648244
1693,FDF20,OUT018,2952.46598486
1694,FDV50,OUT035,2031.48968574
1695,FDT02,OUT049,643.103778875
1696,DRC49,OUT017,2421.27833799
1697,FDF26,OUT049,2464.7256376
1698,FDV52,OUT035,2064.32763284
1699,FDX59,OUT049,644.003000768
1700,FDV25,OUT035,3673.75511803
1701,FDW23,OUT027,1162.8310459
1702,FDE53,OUT018,1488.76284285
1703,FDA19,OUT017,2120.28281613
1704,FDH22,OUT046,2067.30863543
1705,NCO41,OUT013,1565.33882593
1706,FDX12,OUT017,4149.19953565
1707,FDF17,OUT013,3088.3990291
1708,FDS11,OUT045,3667.15779065
1709,FDR51,OUT035,2503.52241348
1710,FDT49,OUT010,254.656852399
1711,FDC56,OUT013,2061.96046928
1712,FDR13,OUT027,3027.949691
1713,FDQ60,OUT035,2009.83211978
1714,FDN38,OUT049,4173.74350454
1715,NCL29,OUT013,2549.60678258
1716,FDO13,OUT027,4497.19228825
1717,FDE26,OUT018,2041.44784453
1718,FDA31,OUT010,418.930077506
1719,FDX14,OUT035,1262.93726307
1720,FDA34,OUT045,2936.39451966
1721,FDF26,OUT013,2426.00178914
1722,FDE38,OUT045,2778.56384001
1723,DRI11,OUT046,1890.00532154
1724,FDQ60,OUT027,3130.4227026
1725,FDL21,OUT027,1166.8791561
1726,DRC12,OUT027,5008.11835131
1727,FDC47,OUT046,3600.28837823
1728,FDE57,OUT045,2184.69871003
1729,FDT14,OUT045,2011.78734591
1730,NCZ53,OUT046,3153.98238509
1731,FDE28,OUT018,3351.70144402
1732,FDR19,OUT035,2399.6121046
1733,NCF54,OUT019,415.782777145
1734,FDZ08,OUT046,1341.29266366
1735,NCJ05,OUT018,2292.30126091
1736,FDF59,OUT046,2088.13465933
1737,NCO05,OUT035,1635.2413531
1738,FDW24,OUT018,694.450144362
1739,NCX42,OUT018,2489.44155844
1740,NCA53,OUT035,782.996873763
1741,FDI45,OUT019,442.129324139
1742,FDG46,OUT046,1859.6004873
1743,FDM20,OUT010,564.912484545
1744,FDW11,OUT010,173.076116848
1745,FDX08,OUT035,2986.80878187
1746,NCK17,OUT035,672.072292248
1747,FDK32,OUT018,2232.03993675
1748,NCA42,OUT035,2670.73026146
1749,DRI01,OUT035,2952.12516738
1750,NCL55,OUT049,4234.68275958
1751,DRE25,OUT018,1359.28121356
1752,FDD14,OUT017,3025.0095049
1753,FDB10,OUT046,3772.86053232
1754,DRN11,OUT035,2375.15909092
1755,FDP38,OUT018,711.33880755
1756,NCA30,OUT017,3048.2731
1757,FDT15,OUT017,3200.59787337
1758,NCP55,OUT018,771.531150082
1759,FDF12,OUT035,2389.51422959
1760,FDM21,OUT018,3533.26654787
1761,FDX56,OUT035,3470.75140371
1762,FDF10,OUT017,2522.14224673
1763,FDT32,OUT045,3040.81805427
1764,FDM51,OUT018,1456.85436972
1765,NCR50,OUT018,2316.47664517
1766,FDI19,OUT049,4135.37043912
1767,FDX21,OUT017,1721.41793779
1768,FDR31,OUT035,2431.80343847
1769,FDY02,OUT013,4272.173485
1770,NCA29,OUT045,2985.53225573
1771,NCX17,OUT046,3607.46764368
1772,FDM12,OUT045,3050.82933938
1773,FDI53,OUT027,4301.1411025
1774,NCU30,OUT049,2928.11495502
1775,FDC56,OUT027,3165.92801415
1776,FDK27,OUT018,1723.18789641
1777,NCK18,OUT017,2698.95105254
1778,FDB52,OUT019,523.996492699
1779,DRG25,OUT027,5018.09467439
1780,FDZ13,OUT049,819.318617775
1781,FDB57,OUT019,511.101545315
1782,FDR40,OUT046,1339.04513344
1783,NCO14,OUT019,135.739677783
1784,NCN19,OUT045,2994.06032414
1785,FDQ28,OUT019,389.602140593
1786,FDO13,OUT018,2411.57314771
1787,FDK48,OUT013,1283.4632903
1788,FDU07,OUT018,2236.88012745
1789,FDW20,OUT046,2144.03915943
1790,FDV12,OUT010,234.126590796
1791,FDH24,OUT013,2483.03069079
1792,FDV59,OUT049,3486.10327291
1793,FDK57,OUT045,2011.38159327
1794,FDL16,OUT027,1357.27825933
1795,NCQ17,OUT046,2473.24448491
1796,FDJ15,OUT018,2756.02102507
1797,FDX24,OUT049,1387.793001
1798,FDT47,OUT046,1538.82923816
1799,FDT10,OUT049,855.597660461
1800,FDZ37,OUT018,1287.10053302
1801,FDW43,OUT027,6007.06784739
1802,DRN36,OUT017,1571.38080437
1803,FDJ14,OUT045,1344.09572183
1804,FDA32,OUT013,3614.3739682
1805,FDJ38,OUT019,496.178325766
1806,FDQ57,OUT017,2445.22644003
1807,NCQ41,OUT019,489.485893685
1808,FDG56,OUT049,860.489333132
1809,DRC13,OUT027,3283.82904895
1810,FDV55,OUT035,2394.94892717
1811,FDQ49,OUT045,2658.74701585
1812,FDE29,OUT010,170.620015794
1813,FDR03,OUT013,3310.14049108
1814,FDD45,OUT049,1407.57754409
1815,FDN38,OUT010,561.386916918
1816,FDT56,OUT046,928.235130869
1817,FDT48,OUT045,3219.64469231
1818,FDU03,OUT049,3170.87015221
1819,FDC56,OUT010,265.247573943
1820,NCO43,OUT027,2599.67986419
1821,FDQ27,OUT017,1701.21651101
1822,FDR03,OUT046,3387.16826251
1823,DRH23,OUT010,169.759531736
1824,FDG22,OUT045,646.06309536
1825,NCJ42,OUT013,1735.06128748
1826,FDR24,OUT046,1409.85315364
1827,FDW60,OUT035,2876.76727162
1828,FDJ08,OUT013,3165.32899644
1829,DRL59,OUT018,714.731251488
1830,FDG60,OUT010,547.442360882
1831,FDW27,OUT017,2512.41027867
1832,FDX14,OUT018,1138.60979127
1833,FDC20,OUT013,807.148765463
1834,NCS29,OUT018,3575.20665538
1835,FDJ56,OUT046,1635.19170009
1836,FDB20,OUT019,232.131974327
1837,FDL28,OUT027,5936.39545253
1838,FDW01,OUT018,2190.72979073
1839,FDL03,OUT046,3133.89329337
1840,FDX22,OUT049,3499.36725961
1841,FDJ21,OUT035,2434.7473241
1842,FDR31,OUT045,2430.20992792
1843,FDG21,OUT035,2621.07280889
1844,FDS22,OUT027,1242.42929231
1845,FDK08,OUT035,1605.34227609
1846,FDE17,OUT018,2222.79214274
1847,NCN30,OUT017,1573.79914171
1848,FDT50,OUT046,1541.43158242
1849,NCX42,OUT049,2890.01707003
1850,FDJ12,OUT035,3636.77482145
1851,NCA18,OUT027,3075.46524147
1852,FDP23,OUT019,492.837332618
1853,FDX12,OUT013,4296.03477708
1854,FDN40,OUT018,2256.51198132
1855,FDV48,OUT035,1293.23368233
1856,NCY54,OUT013,2851.99394203
1857,FDL16,OUT010,146.695713481
1858,FDR45,OUT018,3420.54482998
1859,FDJ52,OUT046,2726.10707043
1860,DRG01,OUT017,1253.86923149
1861,FDP52,OUT013,4081.54855418
1862,FDU58,OUT017,3216.07119866
1863,FDL02,OUT045,1676.63237863
1864,FDG28,OUT013,4327.60188235
1865,FDA19,OUT035,2061.27792891
1866,FDW46,OUT027,1899.92051108
1867,NCD43,OUT049,1649.78650638
1868,DRG39,OUT013,776.665324035
1869,NCF55,OUT049,659.199390459
1870,FDJ07,OUT046,1991.70639545
1871,FDE08,OUT046,2498.15067573
1872,FDP56,OUT019,144.780296794
1873,FDT45,OUT045,883.197983519
1874,FDF17,OUT018,2902.4399095
1875,FDX44,OUT046,1359.47302302
1876,FDM28,OUT027,4980.88072742
1877,FDI36,OUT049,3225.97976555
1878,FDS07,OUT045,1926.95413038
1879,FDD36,OUT045,1978.03535037
1880,FDW11,OUT046,951.436655316
1881,FDN40,OUT049,2458.68647434
1882,NCQ18,OUT049,1570.6265467
1883,NCQ54,OUT017,2722.20426666
1884,NCS42,OUT045,1474.35895867
1885,DRH39,OUT010,219.874165069
1886,FDC09,OUT027,2732.19118435
1887,FDT08,OUT010,360.850816532
1888,FDC08,OUT035,3851.26731499
1889,FDT20,OUT017,594.354060979
1890,FDS35,OUT035,1010.56136397
1891,FDX58,OUT018,2721.16045132
1892,FDW58,OUT046,1695.76566053
1893,DRD27,OUT046,1610.67449854
1894,FDH32,OUT019,243.445141494
1895,FDS26,OUT035,4138.89935083
1896,FDQ31,OUT046,1379.15393542
1897,FDP11,OUT018,3236.39959102
1898,FDD58,OUT017,1663.83311684
1899,FDM33,OUT045,3448.45912849
1900,FDZ16,OUT049,3211.49548121
1901,NCS29,OUT010,569.025066726
1902,NCM18,OUT019,169.524736956
1903,FDP11,OUT049,3502.91549243
1904,NCC42,OUT017,2295.85460739
1905,DRM23,OUT046,2820.25485189
1906,NCN55,OUT027,6076.75444051
1907,FDK46,OUT013,4380.30963686
1908,FDR01,OUT046,3273.97450901
1909,NCA05,OUT045,2535.63708672
1910,NCP43,OUT017,3012.44182815
1911,FDR12,OUT010,426.95177173
1912,FDQ01,OUT013,4258.88232276
1913,FDM13,OUT046,2094.92995241
1914,FDQ19,OUT017,4154.15368922
1915,FDK56,OUT019,476.004683548
1916,NCX06,OUT010,450.623548551
1917,FDO56,OUT027,3102.49485842
1918,FDU45,OUT045,1845.82007471
1919,FDI16,OUT019,180.265977003
1920,FDL32,OUT046,1858.68616129
1921,FDA07,OUT046,2073.88956074
1922,FDA14,OUT045,2436.08719374
1923,FDV46,OUT027,3790.72873836
1924,NCO07,OUT035,3709.94858551
1925,NCP41,OUT046,1687.87111983
1926,FDY60,OUT018,1961.75384738
1927,FDN38,OUT017,4023.14601551
1928,FDO15,OUT046,1210.39707967
1929,FDT60,OUT013,2043.48494795
1930,FDA55,OUT035,3859.29932453
1931,FDE02,OUT010,220.596699204
1932,DRJ39,OUT049,3538.56172433
1933,FDV34,OUT035,1266.10339448
1934,FDS20,OUT027,5107.81540629
1935,FDF02,OUT027,2721.66689113
1936,FDW40,OUT017,2384.53361729
1937,NCB43,OUT046,2987.29022722
1938,FDR58,OUT017,1478.42815097
1939,DRJ59,OUT035,664.661964875
1940,NCD30,OUT017,1624.12680802
1941,FDE14,OUT017,1624.23910657
1942,FDC28,OUT018,1515.37456875
1943,FDU16,OUT018,1210.54338526
1944,NCD19,OUT035,911.892913232
1945,FDU21,OUT046,635.284951748
1946,FDV59,OUT027,5466.20213889
1947,FDU03,OUT045,3006.94366648
1948,FDC33,OUT010,532.507134691
1949,NCR42,OUT035,622.69025287
1950,DRH59,OUT035,1267.7354794
1951,NCM31,OUT035,2273.99148139
1952,FDS50,OUT035,3686.40641621
1953,FDP39,OUT046,852.560569419
1954,FDQ55,OUT013,1989.49099245
1955,FDV36,OUT019,321.734362023
1956,FDI05,OUT027,2247.26737233
1957,FDS45,OUT027,2792.58455759
1958,FDA39,OUT045,665.089496477
1959,FDC37,OUT010,251.467143755
1960,FDJ60,OUT027,4591.50835749
1961,DRQ35,OUT046,2039.85837679
1962,NCJ06,OUT046,2092.71366835
1963,NCY42,OUT018,2103.19943713
1964,DRM37,OUT049,3198.58397818
1965,FDR14,OUT045,845.910265901
1966,FDE51,OUT049,754.737123295
1967,FDT33,OUT017,2699.15050024
1968,FDR08,OUT013,1865.14993893
1969,FDE36,OUT010,409.418722236
1970,FDL22,OUT019,237.010738492
1971,FDR44,OUT013,2127.93958078
1972,FDI56,OUT019,235.619297911
1973,FDE47,OUT010,313.448682159
1974,FDV27,OUT010,231.932199488
1975,FDV10,OUT049,723.126219227
1976,FDC40,OUT045,1248.45066441
1977,NCX41,OUT013,3417.47379344
1978,NCQ38,OUT027,2761.81786335
1979,FDV12,OUT027,2578.39298121
1980,FDE52,OUT017,1379.50973409
1981,FDG20,OUT027,4856.24362814
1982,FDV16,OUT027,1177.72119606
1983,FDI32,OUT017,1878.13685491
1984,FDJ32,OUT049,864.143556303
1985,FDN39,OUT018,2573.69467085
1986,FDY34,OUT017,2743.99946687
1987,FDC14,OUT035,670.961526093
1988,FDA55,OUT017,3942.8668727
1989,FDZ50,OUT010,493.129907451
1990,DRG13,OUT049,2885.23389516
1991,FDP01,OUT013,2431.47884232
1992,NCG54,OUT017,2869.78676435
1993,FDM13,OUT045,2052.61903499
1994,NCO18,OUT027,4903.08221336
1995,NCW41,OUT013,2574.88209761
1996,FDM52,OUT027,4043.74550252
1997,NCF55,OUT035,630.211694105
1998,FDT09,OUT046,2154.55981538
1999,NCM19,OUT035,1745.50289526
2000,FDW12,OUT018,2159.71133468
2001,FDP15,OUT019,516.627208382
2002,FDK36,OUT045,782.066362709
2003,FDZ25,OUT035,2917.91885235
2004,NCW06,OUT049,3147.86893649
2005,FDW60,OUT046,2979.33582752
2006,DRC49,OUT013,2490.83551751
2007,NCT17,OUT035,3041.66242391
2008,NCN06,OUT018,2394.2105495
2009,FDC45,OUT013,2785.11315967
2010,DRJ47,OUT019,414.930772185
2011,NCF06,OUT045,3872.11432768
2012,FDE21,OUT010,268.582762643
2013,DRG27,OUT013,646.435637937
2014,FDW40,OUT049,2241.72699727
2015,NCO53,OUT046,2979.21513829
2016,FDE23,OUT049,740.098215041
2017,FDQ16,OUT046,1731.95004454
2018,FDS26,OUT045,4045.6055166
2019,FDZ13,OUT010,148.166114397
2020,FDS14,OUT049,2570.68183825
2021,FDC10,OUT045,1981.66431731
2022,FDY16,OUT049,3193.67312929
2023,FDJ20,OUT035,2108.50199101
2024,FDV43,OUT035,687.404582873
2025,FDZ32,OUT027,2780.54803585
2026,FDR23,OUT046,2779.36541292
2027,FDN24,OUT035,880.355528357
2028,FDE34,OUT027,5044.22809352
2029,FDU31,OUT013,3643.42555023
2030,FDW33,OUT018,1514.4634369
2031,FDU26,OUT046,1966.84119055
2032,FDE20,OUT027,4716.61141356
2033,NCW05,OUT035,1677.06581048
2034,FDB22,OUT018,2260.578392
2035,FDO56,OUT046,1938.05476157
2036,FDA19,OUT027,3348.45448181
2037,DRI39,OUT045,925.155175682
2038,FDH52,OUT018,783.957662229
2039,FDZ50,OUT035,3056.75383321
2040,NCN42,OUT035,2528.96223787
2041,FDB53,OUT013,2490.92663084
2042,DRG11,OUT017,1729.0368714
2043,DRK11,OUT027,4094.08031119
2044,FDQ60,OUT017,2056.78240959
2045,FDT36,OUT017,575.570814306
2046,DRG25,OUT018,2732.01967142
2047,DRJ23,OUT046,3070.01756084
2048,FDG05,OUT035,2622.88823334
2049,NCK06,OUT018,1717.60728301
2050,FDU52,OUT017,2447.95534978
2051,FDW07,OUT018,1285.99537912
2052,NCM17,OUT045,749.521281097
2053,FDA22,OUT045,2793.15176344
2054,NCA41,OUT018,2871.24031474
2055,FDF38,OUT035,698.873535586
2056,FDH52,OUT046,962.903141356
2057,FDY58,OUT019,504.314431077
2058,FDZ16,OUT045,3049.05087407
2059,NCM18,OUT017,944.539533424
2060,FDA22,OUT018,2437.1124278
2061,NCJ43,OUT035,2923.82322179
2062,FDI34,OUT027,5943.53901135
2063,FDG56,OUT046,949.872234264
2064,FDS34,OUT046,1971.90717442
2065,DRC01,OUT035,821.877705603
2066,FDQ04,OUT035,667.232744768
2067,FDK04,OUT035,927.398478818
2068,FDT51,OUT049,1720.21758552
2069,FDV26,OUT017,3174.7932113
2070,FDS04,OUT049,2244.6683801
2071,FDW43,OUT018,3365.21666793
2072,FDQ28,OUT010,376.9563313
2073,NCK06,OUT017,2088.56981318
2074,FDS23,OUT018,1839.79834004
2075,FDZ36,OUT019,494.583127865
2076,FDE56,OUT018,807.449778127
2077,FDW10,OUT027,4745.8624767
2078,NCN14,OUT045,2945.78092779
2079,NCQ18,OUT045,1595.18113311
2080,FDW08,OUT017,1735.36530347
2081,FDU43,OUT035,4012.02644836
2082,FDR33,OUT010,264.636235462
2083,FDM24,OUT010,364.370748143
2084,NCZ05,OUT046,1682.41066673
2085,NCV41,OUT035,1836.96182934
2086,FDV11,OUT018,2576.46133777
2087,NCY05,OUT035,633.257317713
2088,FDV44,OUT018,2754.21777594
2089,FDW32,OUT049,1339.11852129
2090,NCU18,OUT027,3843.91955182
2091,NCC43,OUT035,4007.14146961
2092,FDW19,OUT013,1806.82173039
2093,FDN31,OUT035,3086.39276014
2094,FDI48,OUT045,821.60465232
2095,FDS24,OUT017,1414.09119468
2096,FDF46,OUT049,1958.83966784
2097,DRG23,OUT017,2454.96270106
2098,FDG14,OUT018,2213.66441054
2099,NCY30,OUT049,3003.67361751
2100,FDO28,OUT018,1703.34202472
2101,DRD24,OUT035,2262.93826935
2102,FDI33,OUT049,1420.55366336
2103,FDN32,OUT046,3006.0624369
2104,FDR16,OUT045,3565.68323255
2105,FDF26,OUT046,2399.39053035
2106,NCN29,OUT018,688.220765088
2107,FDE20,OUT045,2933.37140503
2108,FDA46,OUT046,3142.46815108
2109,FDU28,OUT045,3022.52620687
2110,FDQ48,OUT045,1594.1627603
2111,FDV36,OUT013,2188.14426821
2112,FDR14,OUT018,727.201058733
2113,FDP23,OUT017,3729.79321606
2114,FDP56,OUT013,775.44466133
2115,FDK48,OUT010,221.123842594
2116,FDR48,OUT046,2426.33796763
2117,NCY29,OUT049,842.447106418
2118,FDM22,OUT018,736.697047549
2119,DRJ01,OUT013,2628.14333281
2120,FDZ43,OUT045,4003.22131187
2121,FDV03,OUT035,2607.6536293
2122,FDX11,OUT027,5167.82048761
2123,NCA41,OUT027,5111.00909737
2124,FDE38,OUT017,2652.73564946
2125,FDI27,OUT018,676.692262349
2126,FDN32,OUT013,3195.80444101
2127,NCN43,OUT017,2106.55626011
2128,FDB47,OUT027,5283.0319429
2129,FDV03,OUT017,2587.21778465
2130,NCN30,OUT045,1580.73134307
2131,NCV54,OUT010,290.97055609
2132,FDV07,OUT013,1757.53706097
2133,FDP07,OUT049,3166.93267215
2134,FDK48,OUT018,1039.77535725
2135,FDM15,OUT019,368.763941185
2136,FDY19,OUT027,3043.67660895
2137,FDK46,OUT046,3966.46186089
2138,FDY11,OUT045,1058.62694231
2139,FDH09,OUT046,837.895236504
