Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,6103.381474
FDR21,OUT045,2874.081361
NCW29,OUT035,2099.557868
FDO11,OUT013,4379.026616
NCM31,OUT049,2252.572158
FDV35,OUT019,383.8788967
FDF58,OUT017,942.0228863
NCE43,OUT049,2975.432831
FDA02,OUT035,2357.85627
DRL37,OUT010,156.0308107
FDR24,OUT018,1288.925357
FDW59,OUT049,1308.780208
FDS22,OUT049,740.098215
FDW24,OUT017,769.8698772
FDU24,OUT035,1518.885919
FDA21,OUT027,5006.685608
FDH58,OUT027,3067.46862
FDW36,OUT018,1470.367971
FDI45,OUT027,4745.343141
FDU01,OUT018,2761.813494
FDF35,OUT027,2835.41648
FDU43,OUT019,500.3547636
FDE24,OUT019,348.6212437
FDK50,OUT049,2871.551555
FDG31,OUT045,996.7749081
FDC60,OUT045,1444.325207
FDL36,OUT013,1402.281121
FDP21,OUT013,3179.481434
FDW16,OUT045,1417.863731
FDX02,OUT017,3809.197557
FDQ58,OUT027,4142.252262
FDT51,OUT046,1793.335346
FDD59,OUT049,1271.36527
NCM42,OUT018,1526.478141
FDA57,OUT018,597.7047468
FDZ48,OUT035,1806.968603
FDE46,OUT045,2584.597197
NCZ30,OUT019,302.4462429
FDB56,OUT017,3231.899573
FDA25,OUT027,2768.649691
FDD20,OUT013,2132.547211
FDL25,OUT013,1461.430411
NCO18,OUT049,3031.153183
FDJ45,OUT017,580.960309
FDR12,OUT035,2902.340214
NCF19,OUT010,155.2649466
FDK25,OUT046,2797.026864
NCR17,OUT046,1921.551947
FDC52,OUT046,2456.535686
NCA54,OUT017,3045.93774
FDR45,OUT010,559.1581794
NCM19,OUT049,1872.128157
FDF39,OUT027,6115.965351
FDX23,OUT049,1533.724996
FDD58,OUT027,2613.022778
FDX28,OUT013,1671.98435
NCD31,OUT013,2695.647716
FDU57,OUT018,2224.49439
FDI27,OUT046,747.5740974
NCM42,OUT046,1742.30209
FDD32,OUT027,2329.049588
FDI34,OUT013,3945.954714
NCM29,OUT049,2112.1576
FDG46,OUT018,1605.116251
DRC01,OUT010,166.0036476
FDB15,OUT027,6054.141428
NCA17,OUT027,4026.60087
FDF10,OUT046,2533.759174
FDR26,OUT027,4992.552642
FDI02,OUT049,1817.844161
NCM54,OUT010,311.4675031
FDF14,OUT013,2447.65789
FDJ33,OUT010,289.4954883
FDM20,OUT035,4176.438951
FDC03,OUT027,5271.548144
NCX05,OUT046,1969.988574
NCM41,OUT027,2517.281647
NCU29,OUT010,359.4591553
FDQ59,OUT017,1365.30848
FDH46,OUT010,253.135069
FDH09,OUT013,771.3147989
NCD06,OUT045,762.3675021
FDC15,OUT035,2552.277378
DRD37,OUT027,1306.77895
FDT28,OUT027,4028.860373
FDR28,OUT027,4503.964837
FDT38,OUT017,1340.192906
FDV34,OUT027,2166.412863
FDY52,OUT035,994.4755452
FDB34,OUT013,1368.96002
DRL23,OUT018,1444.757062
DRB24,OUT046,2446.814629
FDJ50,OUT046,889.8090821
FDQ49,OUT035,2526.675305
FDP20,OUT035,2105.7877
FDV19,OUT027,4293.237757
NCR54,OUT045,3047.720541
FDO09,OUT010,553.465796
FDS57,OUT018,1997.197226
FDN10,OUT049,2009.369854
FDV23,OUT049,2064.531359
FDY28,OUT049,3529.249854
DRG51,OUT013,2644.942816
FDD45,OUT019,234.9896378
NCL18,OUT027,5052.497814
NCM29,OUT013,2129.038084
FDF17,OUT027,5224.612057
FDE22,OUT017,2652.512648
FDQ22,OUT017,599.3207774
FDS01,OUT013,3134.400572
FDW35,OUT027,1187.342876
FDJ33,OUT046,2075.122686
NCF54,OUT035,2935.715094
FDE09,OUT013,1757.537061
NCE06,OUT045,2694.793606
DRH49,OUT049,1271.620767
FDY43,OUT045,2862.908004
NCT05,OUT017,4112.986634
FDZ34,OUT045,3108.85266
FDL38,OUT017,1373.590138
FDZ31,OUT017,3164.050282
FDR14,OUT035,921.5752779
NCN54,OUT049,1205.975541
NCC42,OUT027,3716.324033
FDK08,OUT017,1635.181699
FDP59,OUT013,1742.01964
FDV22,OUT035,2716.675033
FDD33,OUT035,3822.475828
DRE60,OUT027,5790.57902
FDK52,OUT046,3595.549646
FDA02,OUT017,2479.376874
FDM56,OUT049,1722.218935
FDE57,OUT035,2207.238062
FDM32,OUT045,1387.612814
NCQ30,OUT027,3081.395942
FDQ27,OUT027,2777.809388
FDT60,OUT027,3294.640323
FDU43,OUT049,4112.98362
NCO55,OUT035,1663.377358
FDG02,OUT045,3067.01077
FDJ28,OUT013,3162.755801
FDP40,OUT045,1783.029689
FDJ38,OUT045,3106.435687
NCC54,OUT017,3993.496036
NCZ41,OUT046,2132.465894
FDK38,OUT019,359.9007419
FDU52,OUT013,2458.61048
FDC40,OUT046,1228.420972
NCR30,OUT017,1193.052918
NCN18,OUT017,1781.280039
FDB50,OUT035,1285.066261
FDG04,OUT013,3170.286483
FDR26,OUT035,2868.461748
NCT17,OUT018,2742.462791
FDX35,OUT027,5810.043896
FDS12,OUT046,2079.644101
NCZ29,OUT027,3288.087888
FDB38,OUT010,390.7299489
FDP12,OUT013,612.1168522
FDP22,OUT046,828.8168909
FDS26,OUT018,3611.534396
FDR52,OUT046,3160.472048
DRJ13,OUT046,2750.626625
FDU48,OUT027,3376.351443
FDE29,OUT035,961.348117
NCT29,OUT049,2082.028823
DRK37,OUT018,2729.150656
FDK55,OUT046,1378.977165
FDR07,OUT046,1547.208468
FDO21,OUT027,5699.771721
FDK46,OUT049,4276.470849
FDB12,OUT045,1666.980095
FDT31,OUT027,5138.317201
FDJ33,OUT045,2025.913457
FDC26,OUT027,2837.103254
NCQ02,OUT045,2978.537188
FDP08,OUT010,508.6415868
FDB11,OUT027,5786.899533
FDV55,OUT013,2510.248128
FDW20,OUT049,2143.798341
NCJ18,OUT019,300.9879612
FDC41,OUT018,1107.292501
FDE14,OUT027,2602.768302
FDG35,OUT013,2881.15918
FDF45,OUT035,932.0922685
FDS19,OUT027,2189.770987
FDS58,OUT019,401.6415472
FDA26,OUT017,3796.673089
FDM32,OUT049,1333.898408
FDL45,OUT046,2116.369941
FDZ55,OUT049,2774.234593
FDY37,OUT049,2256.25161
FDO46,OUT046,3171.337134
FDQ60,OUT046,1988.391122
FDA19,OUT018,1830.33533
FDL15,OUT046,2541.31808
FDM10,OUT018,3186.654753
NCL05,OUT017,658.0907603
DRK49,OUT010,166.1981863
NCE18,OUT027,6074.261145
FDG40,OUT049,630.3109168
DRI59,OUT045,3553.927671
FDK28,OUT035,4169.818222
NCD06,OUT019,137.4399396
FDO11,OUT019,520.6315884
FDK27,OUT046,2036.014915
FDT43,OUT027,1392.410249
FDD38,OUT018,1438.128429
FDA16,OUT049,3554.753444
FDL14,OUT027,4125.154757
NCM17,OUT049,756.1098111
FDD20,OUT045,2063.719348
FDA40,OUT045,1363.572871
FDL43,OUT045,1288.330782
FDV15,OUT045,1641.074584
FDE52,OUT046,1375.848568
NCL17,OUT010,349.2931769
NCJ31,OUT045,3786.121518
FDR60,OUT045,1235.037054
NCA18,OUT035,1935.264972
FDS21,OUT027,1772.539333
FDW09,OUT035,1295.0703
FDL26,OUT035,2531.156134
FDS47,OUT018,1315.334578
FDC39,OUT046,3403.347482
FDT51,OUT035,1758.408445
FDK40,OUT035,4188.337204
NCG19,OUT045,3645.139658
FDZ07,OUT046,963.2248849
FDF08,OUT027,2443.186054
FDO04,OUT013,799.3958746
FDK41,OUT018,1220.005693
FDP15,OUT049,4145.44232
NCD43,OUT018,1488.762878
NCP18,OUT013,2534.574977
FDZ51,OUT046,1451.517054
DRH13,OUT035,1704.757501
FDF38,OUT045,664.764746
NCI43,OUT045,764.4807278
FDM38,OUT027,1668.44834
FDS03,OUT013,954.9959809
DRJ47,OUT017,2834.211541
FDT50,OUT010,225.6021837
FDV02,OUT046,2849.53349
NCG18,OUT017,1740.696441
FDW52,OUT046,2808.287688
FDS40,OUT035,631.0522691
FDN31,OUT017,3243.387656
FDA37,OUT045,2006.1843
FDA15,OUT046,4130.166988
FDL39,OUT046,2941.176377
FDJ53,OUT045,2009.599576
FDX22,OUT013,3417.465398
NCZ42,OUT045,3858.867285
FDD56,OUT027,4877.398965
FDD40,OUT017,3158.81432
FDS50,OUT013,3648.444484
NCN14,OUT013,3150.461448
FDT15,OUT013,3228.529293
NCS18,OUT027,2762.177955
NCO26,OUT010,275.639245
FDF58,OUT018,788.9281886
NCB19,OUT013,1414.544243
FDH26,OUT017,2300.796894
DRB24,OUT027,4096.980454
FDA49,OUT018,1231.759391
FDB32,OUT045,1532.334757
FDI36,OUT017,3264.644985
NCA17,OUT010,351.20894
FDH22,OUT013,2080.581239
NCM26,OUT018,2275.38931
FDT15,OUT027,4979.950625
FDB16,OUT018,1293.290065
NCP54,OUT027,3256.236481
FDJ36,OUT013,1712.243236
FDO28,OUT045,1988.027504
FDU09,OUT013,775.6273924
FDF29,OUT017,2197.693618
FDY08,OUT013,2337.988797
DRJ59,OUT018,586.6791433
FDT23,OUT027,2259.516869
FDU15,OUT018,589.417144
FDT47,OUT013,1553.645626
FDI53,OUT019,414.6204022
FDR59,OUT018,3606.399021
FDD53,OUT035,660.7691889
FDY51,OUT017,3746.689217
FDT04,OUT049,643.9781093
FDU51,OUT049,3006.985518
FDG14,OUT035,2445.678915
NCU06,OUT045,3602.260474
DRG25,OUT046,3113.34883
DRH49,OUT035,1338.960474
FDN15,OUT035,2224.080358
FDL43,OUT018,1137.115701
NCT18,OUT049,3214.592753
NCB31,OUT013,4235.478963
FDK57,OUT035,1994.553216
FDY04,OUT019,419.2084724
NCP54,OUT046,2090.553905
FDF41,OUT013,4223.564627
FDM01,OUT045,1672.913626
FDW03,OUT045,1661.19074
FDF28,OUT045,2043.5783
FDY37,OUT017,2310.546029
FDQ03,OUT017,3938.516129
FDP51,OUT027,3173.306928
FDJ40,OUT017,1776.529859
FDC32,OUT049,1411.706919
DRI49,OUT027,2328.428682
NCW54,OUT017,864.6080927
FDF09,OUT017,612.6863745
FDP45,OUT018,3505.459425
DRJ23,OUT018,2756.57894
FDS59,OUT017,1814.997318
FDY08,OUT046,2197.229656
FDX16,OUT049,2454.910176
FDY16,OUT018,2729.122692
FDK32,OUT035,2553.620696
FDQ22,OUT013,624.0403311
NCC31,OUT018,2353.185312
FDG58,OUT049,2520.380858
DRF48,OUT013,3176.828895
DRH36,OUT049,1072.125884
NCR30,OUT035,1213.886204
FDB03,OUT019,500.9441207
FDZ28,OUT027,3253.866697
FDR35,OUT017,3222.215267
DRD15,OUT027,6045.860468
FDJ33,OUT019,313.8357469
FDA56,OUT010,285.5789407
FDP56,OUT046,776.6730886
NCT30,OUT046,780.7772561
FDK15,OUT017,1668.638512
FDH44,OUT018,2148.815111
FDV01,OUT013,2431.926121
DRG03,OUT017,2468.880782
FDG50,OUT027,2437.332365
FDR16,OUT010,545.1481278
FDZ60,OUT046,1746.140819
DRG03,OUT045,2508.996051
FDS56,OUT018,3578.249565
FDU33,OUT045,751.0525248
DRD27,OUT035,1606.462033
FDW22,OUT046,3661.158131
DRA24,OUT045,2812.763363
FDF38,OUT049,657.9744128
FDX48,OUT013,2428.434907
FDS58,OUT018,2439.950981
FDC32,OUT046,1442.767174
NCQ29,OUT045,3971.248048
DRK39,OUT018,1256.704065
NCS38,OUT017,1875.865909
DRO47,OUT013,1804.45991
DRG27,OUT027,1234.876523
FDC57,OUT027,5091.435278
FDS55,OUT046,2384.771076
NCJ06,OUT018,1690.215036
FDO01,OUT019,326.1104518
NCM55,OUT045,2945.974984
FDC52,OUT049,2486.974099
FDQ15,OUT045,1306.629015
NCT30,OUT027,1385.387713
NCR42,OUT027,1147.453561
FDD28,OUT035,934.6286035
FDQ34,OUT049,1651.282492
FDZ12,OUT027,3914.871975
DRE13,OUT019,235.2763746
NCN07,OUT019,328.4372859
FDM28,OUT035,2951.912489
FDI10,OUT017,2859.440228
FDQ25,OUT013,2775.711268
FDA38,OUT010,564.1526403
DRI13,OUT049,3494.579501
FDY20,OUT027,2471.409401
NCZ53,OUT035,3066.564981
NCM31,OUT013,2472.257313
DRB01,OUT017,3193.091405
DRF37,OUT046,3962.697717
NCF42,OUT049,2994.502174
FDF16,OUT018,2170.643408
FDB41,OUT013,735.5552519
FDR34,OUT013,4153.312197
FDR15,OUT018,2360.359133
NCV42,OUT019,281.2331445
FDW51,OUT035,3744.581318
FDU36,OUT017,1622.001549
FDX60,OUT049,1251.915211
FDY03,OUT035,1824.175539
FDW55,OUT045,4016.319056
FDT01,OUT010,530.8505276
FDG58,OUT013,2504.695667
FDK21,OUT017,4092.790111
NCS41,OUT019,458.4637582
FDS10,OUT045,2950.660322
NCT53,OUT046,2758.504779
FDJ28,OUT018,2780.270957
FDX44,OUT045,1395.276748
FDT20,OUT018,579.5772356
FDO44,OUT017,1756.080739
NCX17,OUT049,3815.817715
FDY01,OUT017,1944.130696
FDJ12,OUT027,5302.240911
DRK35,OUT018,588.4047589
FDD47,OUT019,411.6083324
NCM53,OUT035,1673.983953
FDO45,OUT013,1427.261176
NCM42,OUT010,265.129344
FDE04,OUT046,2922.067962
NCI30,OUT027,6090.995826
FDZ19,OUT013,2822.006891
FDW57,OUT013,3024.212403
FDA25,OUT013,1715.332598
FDT22,OUT046,942.279455
FDP51,OUT013,2057.76641
FDD48,OUT027,3033.020916
FDY39,OUT035,3061.403821
FDO48,OUT010,541.0011773
FDD23,OUT027,4992.617379
DRN35,OUT027,1167.430483
FDT01,OUT035,3664.488489
FDC20,OUT010,173.3433331
DRJ35,OUT035,976.2270982
FDB32,OUT046,1434.599672
FDL24,OUT046,2890.917662
NCV42,OUT035,1824.126587
FDZ46,OUT046,1753.703075
FDC15,OUT013,2446.232496
FDD08,OUT019,138.8526898
FDY50,OUT049,1339.867729
FDD36,OUT013,2051.267605
FDG57,OUT027,1407.858793
FDL21,OUT018,609.6347212
FDN16,OUT027,2638.538198
FDJ09,OUT027,1319.478135
FDS01,OUT010,453.2993058
FDV33,OUT017,4057.140755
DRE12,OUT017,1872.370165
FDR07,OUT013,1557.211994
FDP48,OUT010,495.3571172
NCB55,OUT035,943.3268273
FDQ08,OUT013,853.0104592
FDR34,OUT035,4061.425857
FDO33,OUT046,1821.460807
FDP13,OUT045,658.0117964
FDX12,OUT049,4200.845258
NCT06,OUT049,2905.580664
FDR16,OUT019,510.3317174
FDE36,OUT046,2776.943731
FDZ36,OUT049,3236.009913
FDV13,OUT045,1361.146512
NCZ17,OUT035,628.0834108
FDU56,OUT045,2942.448741
FDM09,OUT035,2926.725489
FDV02,OUT017,2814.822407
FDS34,OUT018,1582.881155
FDA11,OUT049,1480.815503
FDP09,OUT017,3802.109051
FDB29,OUT027,3041.350268
FDT19,OUT017,2860.203584
DRH15,OUT017,706.8725598
FDY38,OUT046,3702.948355
FDF14,OUT027,4065.571397
FDN48,OUT010,217.3581652
FDQ12,OUT013,4101.364087
NCJ43,OUT045,2946.638282
FDE17,OUT019,370.722424
FDB05,OUT035,4128.177096
FDH10,OUT045,2962.896298
NCR06,OUT017,639.2784214
FDU32,OUT018,1711.093178
FDD56,OUT049,3026.320617
FDO36,OUT018,2694.263521
FDH16,OUT010,217.6093052
FDX10,OUT018,588.4047589
FDZ37,OUT017,1386.097558
FDU31,OUT010,553.6072451
DRC49,OUT049,2250.940075
FDL15,OUT045,2573.715713
FDN32,OUT019,468.4672949
DRH59,OUT027,2088.624963
NCU29,OUT049,2422.009714
FDR37,OUT019,491.6701855
FDS14,OUT018,2346.937419
FDU02,OUT027,5836.103315
FDJ08,OUT035,3087.647632
NCZ06,OUT045,3870.279678
FDO31,OUT049,1342.234083
FDH31,OUT018,1456.85437
FDS58,OUT017,2618.342208
NCA53,OUT027,1399.982053
FDF50,OUT046,3203.002575
NCW42,OUT049,3589.526434
NCQ17,OUT045,2550.367432
FDK51,OUT018,3615.452969
NCW41,OUT010,386.1688563
NCR29,OUT017,855.879488
FDB08,OUT019,399.041599
FDA40,OUT027,2382.345907
FDL14,OUT018,2402.113554
FDB47,OUT046,3439.346995
FDO03,OUT035,3962.986162
DRK13,OUT019,476.2507361
FDX13,OUT010,567.6785087
FDF52,OUT046,3099.604757
FDT11,OUT013,3160.80109
FDB08,OUT013,2571.684493
FDQ28,OUT018,2332.14225
FDD29,OUT045,4051.448168
NCQ29,OUT027,6043.792725
NCO02,OUT013,967.2436057
FDR56,OUT010,511.8666506
NCM54,OUT049,2156.507181
FDP51,OUT035,1943.996111
FDT38,OUT013,1293.894289
FDZ20,OUT018,3548.302986
FDJ53,OUT013,2051.654967
FDX13,OUT049,4325.388076
FDP58,OUT035,3752.599615
NCK31,OUT019,159.1344014
FDA35,OUT018,1725.35564
FDV37,OUT018,2969.910253
NCO07,OUT027,5260.318584
FDA20,OUT045,3093.009441
FDZ59,OUT035,2776.565386
NCY17,OUT017,718.0357949
FDQ28,OUT035,2535.152441
FDV35,OUT017,2462.677039
FDQ36,OUT013,607.8207709
FDD34,OUT018,2488.287968
FDK51,OUT045,4058.640659
FDV31,OUT035,2818.731328
FDR04,OUT035,1538.784773
FDR14,OUT049,841.6984468
DRC36,OUT010,433.0374679
FDE39,OUT019,305.1208371
FDP57,OUT049,1647.747199
FDE57,OUT046,2201.460563
NCN18,OUT046,1802.612498
NCQ05,OUT018,2181.541794
FDW47,OUT035,2031.484633
FDV46,OUT035,2224.697608
NCP29,OUT045,995.1653078
FDE09,OUT018,1532.231764
NCU06,OUT027,5998.518318
FDT19,OUT010,431.6016962
DRF15,OUT017,2465.316127
DRI51,OUT013,2768.437532
NCX54,OUT013,1745.603806
DRE01,OUT013,4142.107231
NCB07,OUT045,3029.710056
FDU50,OUT035,1874.49976
FDG40,OUT035,618.8208358
FDW10,OUT018,2619.32318
FDX51,OUT013,3135.854136
NCP17,OUT045,988.300442
FDP21,OUT035,3110.206399
FDL04,OUT045,1653.53687
FDV23,OUT013,2043.265376
FDF24,OUT046,1292.605118
FDH56,OUT027,3053.393713
FDB51,OUT049,861.2590451
FDI58,OUT027,2534.991996
FDR20,OUT013,722.5804237
FDC51,OUT018,1711.956504
FDB16,OUT027,2362.314169
FDE40,OUT049,861.1834207
NCM17,OUT035,741.8159554
FDU56,OUT035,3013.210832
FDS32,OUT019,339.8001925
FDX02,OUT049,3638.354917
FDT39,OUT027,4111.138552
FDE35,OUT017,871.9531099
NCI42,OUT019,492.1023524
DRL23,OUT046,1702.150016
FDA10,OUT046,2091.179603
FDA11,OUT013,1522.845012
NCM06,OUT046,2427.379773
NCT05,OUT035,4102.24955
NCQ02,OUT010,484.0810592
NCY06,OUT049,2140.375009
FDY56,OUT035,3859.299325
FDL02,OUT035,1697.040927
NCI06,OUT035,2973.846439
FDQ14,OUT045,2402.237277
FDQ12,OUT017,3921.605705
FDP36,OUT046,779.5581692
FDK21,OUT027,6041.639338
FDO40,OUT045,2504.043282
NCK54,OUT019,295.8589065
FDY09,OUT018,2695.41847
NCW30,OUT049,4287.142648
NCC55,OUT027,1143.948902
FDE58,OUT018,1653.329716
FDR39,OUT013,3120.489575
FDU28,OUT049,3220.899792
FDH08,OUT017,3908.768853
FDG35,OUT045,2882.125804
FDG22,OUT049,633.9354353
FDC34,OUT035,2671.001404
FDP15,OUT018,3533.266548
FDK34,OUT010,558.3409362
FDU45,OUT035,1940.830327
FDQ04,OUT027,1165.817252
FDX22,OUT018,3148.02837
FDB45,OUT017,1716.17891
NCH43,OUT027,5410.468626
DRE60,OUT046,3594.666788
FDD17,OUT027,6069.953709
NCM54,OUT017,2179.52782
NCH55,OUT013,2187.17831
NCT06,OUT017,2691.087994
FDA48,OUT027,5612.214475
FDY58,OUT027,5888.132731
FDO25,OUT045,3540.425448
FDN50,OUT045,1519.429233
FDH35,OUT035,2811.285933
FDK09,OUT045,3596.929804
FDO16,OUT013,1355.71423
FDW11,OUT045,998.0969691
FDU47,OUT027,3812.40917
NCQ42,OUT010,315.1752714
FDK55,OUT027,2451.1881
FDN08,OUT049,1953.177458
FDT57,OUT045,3824.290512
FDJ12,OUT018,3137.736175
DRL59,OUT017,814.7658919
NCN53,OUT046,637.5568268
FDO51,OUT010,153.1715345
FDK56,OUT017,3169.84161
FDY12,OUT035,846.9707875
FDU15,OUT035,629.9935252
FDQ19,OUT046,4052.162976
DRF15,OUT045,2530.066623
DRE25,OUT019,239.4445531
FDK57,OUT018,1715.039137
FDD33,OUT010,558.5510198
FDR34,OUT027,5856.507152
FDU04,OUT045,2039.334316
FDE35,OUT019,172.3955282
NCD31,OUT035,2831.394692
FDJ56,OUT035,1611.287212
NCU53,OUT046,2776.943731
FDD39,OUT035,3596.695196
NCU17,OUT019,257.871905
FDJ20,OUT046,2114.869533
NCW41,OUT018,2361.793298
FDL52,OUT035,660.2058962
FDS39,OUT035,2215.824992
DRJ47,OUT045,2851.559708
FDP13,OUT010,152.2881956
DRK39,OUT010,201.9656412
FDF28,OUT010,302.5343136
FDB09,OUT045,2077.49738
FDM51,OUT046,1623.741711
DRM49,OUT018,678.5251538
DRF23,OUT013,2826.476916
DRH01,OUT035,2911.68694
FDH12,OUT027,2795.770478
FDA28,OUT019,315.6968557
FDW37,OUT018,1315.334578
FDF02,OUT046,1700.681601
DRL37,OUT046,720.0336065
NCF43,OUT046,2213.062726
FDH08,OUT010,563.4701045
FDR34,OUT019,504.3144311
NCK19,OUT049,3250.209568
NCD55,OUT018,630.2502605
FDT27,OUT049,3928.765417
FDQ57,OUT045,2424.056004
FDA47,OUT035,2715.845083
DRG15,OUT027,1748.945127
FDE05,OUT018,2117.789193
FDN46,OUT046,1642.781859
FDX27,OUT027,2525.655691
FDT51,OUT045,1743.699951
FDU33,OUT013,730.3878437
FDJ16,OUT027,1745.970916
FDD20,OUT019,312.32357
FDT36,OUT049,631.6208668
DRF15,OUT027,4024.189448
FDN52,OUT010,218.6182471
FDC22,OUT027,4993.237871
FDX15,OUT045,2740.577135
FDT13,OUT013,3190.959126
FDU04,OUT017,2084.314965
FDU31,OUT019,507.7990142
FDW59,OUT027,2366.078279
NCO29,OUT046,2816.389231
FDL15,OUT035,2579.500172
FDI41,OUT049,2415.447633
FDQ48,OUT049,1577.907928
DRI39,OUT013,802.2912129
FDI08,OUT013,4326.143664
FDC21,OUT049,1726.650642
FDF58,OUT035,977.0999408
FDS08,OUT010,447.5449048
FDE47,OUT045,2035.95575
NCP18,OUT019,360.5659348
NCR41,OUT013,1539.055273
FDA27,OUT013,4388.78856
FDA43,OUT035,3150.359592
FDA49,OUT045,1364.080672
NCE55,OUT018,2727.838501
DRM49,OUT027,1406.946916
FDF22,OUT027,5264.294986
FDQ15,OUT018,1189.816722
NCS54,OUT017,2947.795279
NCY05,OUT013,609.2206986
FDR45,OUT046,3892.185886
FDK57,OUT049,2053.418238
FDF41,OUT010,562.5374749
FDV21,OUT046,2098.415281
FDD51,OUT046,743.1855064
FDF33,OUT046,1771.954566
FDA38,OUT046,4012.040879
FDR56,OUT045,3076.440288
NCN41,OUT017,2123.265177
FDC60,OUT027,2420.509715
FDB47,OUT045,3486.761317
DRH01,OUT013,2881.922455
FDW08,OUT046,1703.366151
FDF38,OUT027,1162.488769
FDY32,OUT017,2632.697379
FDG34,OUT049,1711.332938
FDG47,OUT019,507.2382413
NCF18,OUT035,3034.401241
FDL39,OUT019,475.4606002
NCH55,OUT035,2091.908559
DRJ35,OUT049,852.0177627
FDS44,OUT035,3951.472064
DRE01,OUT018,3418.183935
FDY39,OUT013,3184.197561
FDY32,OUT018,2359.21827
FDR33,OUT027,2808.58957
NCP50,OUT049,1267.938703
FDZ47,OUT018,1401.320166
FDU57,OUT049,2500.371163
FDY44,OUT013,3104.417475
DRH59,OUT018,1049.718826
FDB03,OUT027,6072.376308
FDY46,OUT045,2943.622716
FDM39,OUT045,2847.561179
FDY36,OUT035,1257.94222
NCM55,OUT035,3004.463664
FDJ50,OUT010,164.0480981
DRL60,OUT013,2519.96525
NCJ54,OUT049,3901.595659
FDX59,OUT017,577.3677655
FDI07,OUT013,3139.656014
DRF51,OUT010,152.6227777
FDM14,OUT017,1783.338115
FDP21,OUT045,3094.901216
FDE40,OUT035,1005.067514
FDE05,OUT035,2459.858171
FDM13,OUT027,3494.367128
FDC34,OUT027,4177.244465
NCI55,OUT018,1718.377092
NCE43,OUT018,2459.658281
FDW58,OUT018,1464.61728
FDG60,OUT045,3812.529608
FDV31,OUT017,2866.96253
FDR47,OUT013,3091.354433
FDM60,OUT019,143.7792922
NCF06,OUT018,3551.919592
NCN26,OUT027,3047.818404
FDQ59,OUT049,1341.979882
FDF09,OUT046,656.168551
NCS06,OUT017,4020.646361
FDT44,OUT046,2002.043233
FDI19,OUT017,4018.345211
FDT22,OUT017,931.0463879
NCF54,OUT027,4569.007465
DRG25,OUT045,3038.300116
FDB59,OUT017,3154.240754
FDQ37,OUT017,3154.158856
FDP56,OUT035,780.7627395
FDW44,OUT035,2905.825535
FDJ26,OUT010,534.0873223
FDU43,OUT018,3423.466138
FDW33,OUT045,1637.253343
NCX53,OUT027,3912.260708
FDN56,OUT010,353.5152627
DRF15,OUT049,2490.376118
FDO33,OUT017,1882.048532
FDZ39,OUT010,260.0445373
NCJ19,OUT017,868.6366602
FDU01,OUT035,3029.833918
FDT12,OUT035,3857.216932
NCM18,OUT018,801.1560978
FDP19,OUT017,2116.843126
NCR42,OUT049,642.1051516
FDN10,OUT046,2017.812524
FDG44,OUT017,865.6916778
FDQ10,OUT046,2928.877766
DRH13,OUT049,1646.123728
FDT52,OUT013,4327.601882
FDM56,OUT045,1749.988505
NCO43,OUT010,251.0479695
NCV29,OUT035,3011.069949
NCF06,OUT013,4366.569165
FDO50,OUT035,1437.804525
FDT59,OUT013,4104.576542
FDX40,OUT027,1177.721196
FDE50,OUT017,3133.786144
FDX51,OUT017,3296.478771
NCD30,OUT018,1406.066327
FDK15,OUT013,1670.993147
FDL12,OUT045,964.9775106
FDK46,OUT017,4055.563784
DRH49,OUT010,212.6156177
FDQ57,OUT046,2405.332786
FDY59,OUT017,1466.724812
FDO09,OUT018,3544.423321
NCG30,OUT035,2096.756193
FDM09,OUT017,2746.919169
NCN17,OUT027,2605.323885
NCS42,OUT013,1457.219083
FDD02,OUT019,288.4242473
FDE34,OUT013,3233.921479
FDU38,OUT045,3104.315103
FDB33,OUT046,2652.679256
NCJ29,OUT017,1424.061324
FDZ27,OUT035,782.3975732
FDI40,OUT013,1616.448375
FDG22,OUT013,612.5414519
FDT51,OUT017,1801.966482
FDF20,OUT018,2952.465985
FDV50,OUT035,2031.489686
FDT02,OUT049,643.1037789
DRC49,OUT017,2421.278338
FDF26,OUT049,2464.725638
FDV52,OUT035,2064.327633
FDX59,OUT049,644.0030008
FDV25,OUT035,3673.755118
FDW23,OUT027,1162.831046
FDE53,OUT018,1488.762843
FDA19,OUT017,2120.282816
FDH22,OUT046,2067.308635
NCO41,OUT013,1565.338826
FDX12,OUT017,4149.199536
FDF17,OUT013,3088.399029
FDS11,OUT045,3667.157791
FDR51,OUT035,2503.522413
FDT49,OUT010,254.6568524
FDC56,OUT013,2061.960469
FDR13,OUT027,3027.949691
FDQ60,OUT035,2009.83212
FDN38,OUT049,4173.743505
NCL29,OUT013,2549.606783
FDO13,OUT027,4497.192288
FDE26,OUT018,2041.447845
FDA31,OUT010,418.9300775
FDX14,OUT035,1262.937263
FDA34,OUT045,2936.39452
FDF26,OUT013,2426.001789
FDE38,OUT045,2778.56384
DRI11,OUT046,1890.005322
FDQ60,OUT027,3130.422703
FDL21,OUT027,1166.879156
DRC12,OUT027,5008.118351
FDC47,OUT046,3600.288378
FDE57,OUT045,2184.69871
FDT14,OUT045,2011.787346
NCZ53,OUT046,3153.982385
FDE28,OUT018,3351.701444
FDR19,OUT035,2399.612105
NCF54,OUT019,415.7827771
